CustomerId,Nombre,Localizacion,idLocalizacion,Genero,idGenero,Edad,RangoEdad,idRangoEdad,Patrimonio,RangoPatrimonio,idRangoPatrimonio,SalarioMensualEstimado,RangoSalarial,idRangoSalarial,TDC,idTDC
15630402,Nebechukwu,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,476.59, De 0 - 500 , 1 ,GOLD,2
15568044,Butusov,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,510.26, De 500 - 1000 , 2 ,GOLD,2
15616172,Ubanwa,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,685.25, De 500 - 1000 , 2 ,GOLD,2
15777436,Murray,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,796.81, De 500 - 1000 , 2 ,PLATINUM,3
15651955,Hanson,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,800.59, De 500 - 1000 , 2 ,GOLD,2
15605333,Clancy,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,885.49, De 500 - 1000 , 2 ,DIAMOND,1
15696098,Palermo,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,1157.71, De 1000 - 2000 , 3 ,PLATINUM,3
15598574,Uwakwe,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,1166.57, De 1000 - 2000 , 3 ,GOLD,2
15797010,Shen,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,1266.72, De 1000 - 2000 , 3 ,DIAMOND,1
15762803,Innes,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,1280.08, De 1000 - 2000 , 3 ,PLATINUM,3
15643229,Hou,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,1320.54, De 1000 - 2000 , 3 ,GOLD,2
15596984,Pinto,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,1370.63, De 1000 - 2000 , 3 ,PLATINUM,3
15736274,Prokhorova,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,1462.54, De 1000 - 2000 , 3 ,SILVER,4
15730738,Chiang,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,1517.53, De 1000 - 2000 , 3 ,SILVER,4
15743538,Pickering,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,1673.44, De 1000 - 2000 , 3 ,PLATINUM,3
15742369,Rita,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,1695.56, De 1000 - 2000 , 3 ,PLATINUM,3
15577402,Grant,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,1707.68, De 1000 - 2000 , 3 ,DIAMOND,1
15587584,Nebeuwa,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,1803.76, De 1000 - 2000 , 3 ,DIAMOND,1
15667460,Moore,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2062.41, De 2000 - 3000 , 4 ,PLATINUM,3
15622443,Marshall,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2140.40, De 2000 - 3000 , 4 ,PLATINUM,3
15712596,Huang,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2162.54, De 2000 - 3000 , 4 ,PLATINUM,3
15614778,Robertson,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2179.10, De 2000 - 3000 , 4 ,PLATINUM,3
15636395,King,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,2234.77, De 2000 - 3000 , 4 ,DIAMOND,1
15709621,Wan,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2310.92, De 2000 - 3000 , 4 ,SILVER,4
15712176,Burke,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2367.28, De 2000 - 3000 , 4 ,SILVER,4
15727539,Schoenheimer,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,2431.34, De 2000 - 3000 , 4 ,DIAMOND,1
15576623,Outlaw,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2622.86, De 2000 - 3000 , 4 ,PLATINUM,3
15808689,Morres,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,2756.90, De 2000 - 3000 , 4 ,PLATINUM,3
15716800,Kaur,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2812.25, De 2000 - 3000 , 4 ,GOLD,2
15668679,Ozerova,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2872.93, De 2000 - 3000 , 4 ,PLATINUM,3
15646262,Ross,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,2950.73, De 2000 - 3000 , 4 ,PLATINUM,3
15779915,O'Loghlin,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,2966.10, De 2000 - 3000 , 4 ,PLATINUM,3
15682084,Chinomso,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,3012.13, De 3000 - 8000 , 5 ,DIAMOND,1
15655238,Dellucci,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,3440.98, De 3000 - 8000 , 5 ,SILVER,4
15762588,Kaleski,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,3489.35, De 3000 - 8000 , 5 ,GOLD,2
15644119,Sochima,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,3549.11, De 3000 - 8000 , 5 ,DIAMOND,1
15629603,Chuang,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,3599.71, De 3000 - 8000 , 5 ,GOLD,2
15696141,Kruglov,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,3918.23, De 3000 - 8000 , 5 ,GOLD,2
15620372,Cross,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,4019.01, De 3000 - 8000 , 5 ,PLATINUM,3
15600583,Garner,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,4050.56, De 3000 - 8000 , 5 ,GOLD,2
15723720,McKenzie,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,4064.87, De 3000 - 8000 , 5 ,PLATINUM,3
15674929,Anderson,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,4110.51, De 3000 - 8000 , 5 ,SILVER,4
15615096,Costa,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,4121.95, De 3000 - 8000 , 5 ,SILVER,4
15585215,Yuan,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,4200.39, De 3000 - 8000 , 5 ,PLATINUM,3
15786200,Brock,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,4460.00, De 3000 - 8000 , 5 ,PLATINUM,3
15671097,Carter,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,4540.62, De 3000 - 8000 , 5 ,PLATINUM,3
15740160,Okwukwe,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,4558.90, De 3000 - 8000 , 5 ,DIAMOND,1
15806284,Briggs,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,4872.48, De 3000 - 8000 , 5 ,GOLD,2
15667215,Chandler,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,4900.27, De 3000 - 8000 , 5 ,DIAMOND,1
15705918,Howarth,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,4970.87, De 3000 - 8000 , 5 ,DIAMOND,1
15784491,Ho,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,5110.54, De 3000 - 8000 , 5 ,DIAMOND,1
15665374,Dumolo,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,5311.36, De 3000 - 8000 , 5 ,PLATINUM,3
15574283,Padovano,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,5334.52, De 3000 - 8000 , 5 ,PLATINUM,3
15768476,Chukwubuikem,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,5638.93, De 3000 - 8000 , 5 ,PLATINUM,3
15735788,Chiagoziem,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,5917.49, De 3000 - 8000 , 5 ,PLATINUM,3
15742632,Alexeyeva,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,6354.57, De 3000 - 8000 , 5 ,DIAMOND,1
15729246,Hardacre,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,6360.56, De 3000 - 8000 , 5 ,SILVER,4
15637857,Woolacott,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,6371.35, De 3000 - 8000 , 5 ,SILVER,4
15652540,Garnsey,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,6443.90, De 3000 - 8000 , 5 ,DIAMOND,1
15806249,Kerr,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,6605.84, De 3000 - 8000 , 5 ,GOLD,2
15611088,Genovese,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,7010.56, De 3000 - 8000 , 5 ,DIAMOND,1
15697035,Garrett,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,7221.46, De 3000 - 8000 , 5 ,GOLD,2
15775116,Anderson,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,7420.05, De 3000 - 8000 , 5 ,PLATINUM,3
15777122,Esomchi,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,7423.95, De 3000 - 8000 , 5 ,DIAMOND,1
15775294,Weber,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,7652.43, De 3000 - 8000 , 5 ,SILVER,4
15782941,Chijindum,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,7663.12, De 3000 - 8000 , 5 ,PLATINUM,3
15644977,Goddard,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,7720.66, De 3000 - 8000 , 5 ,DIAMOND,1
15717307,Read,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,7809.43, De 3000 - 8000 , 5 ,DIAMOND,1
15760851,Gratton,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,7823.48, De 3000 - 8000 , 5 ,SILVER,4
15766734,Castiglione,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,7971.26, De 3000 - 8000 , 5 ,GOLD,2
15607598,Muravyov,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,7973.87, De 3000 - 8000 , 5 ,SILVER,4
15732293,Chia,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,8257.23, De 8000 - 15000 , 6 ,PLATINUM,3
15792649,Patterson,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,8274.52, De 8000 - 15000 , 6 ,GOLD,2
15684934,Rose,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,8843.11, De 8000 - 15000 , 6 ,GOLD,2
15670866,Chiu,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,8979.94, De 8000 - 15000 , 6 ,PLATINUM,3
15749119,Santiago,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,9357.42, De 8000 - 15000 , 6 ,SILVER,4
15786063,Chin,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,9362.46, De 8000 - 15000 , 6 ,DIAMOND,1
15768270,DeRose,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,9366.33, De 8000 - 15000 , 6 ,GOLD,2
15749669,Hargreaves,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,9601.47, De 8000 - 15000 , 6 ,DIAMOND,1
15761976,Su,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,9826.39, De 8000 - 15000 , 6 ,DIAMOND,1
15578098,Jamieson,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,10129.63, De 8000 - 15000 , 6 ,GOLD,2
15745295,Gether,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,10145.92, De 8000 - 15000 , 6 ,SILVER,4
15570004,Tsou,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,10155.57, De 8000 - 15000 , 6 ,SILVER,4
15749807,Graham,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,10350.19, De 8000 - 15000 , 6 ,SILVER,4
15752409,Grant,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,10383.05, De 8000 - 15000 , 6 ,SILVER,4
15812184,Rose,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,10746.17, De 8000 - 15000 , 6 ,SILVER,4
15698528,Napolitani,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,10840.54, De 8000 - 15000 , 6 ,GOLD,2
15672330,Lear,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,10870.55, De 8000 - 15000 , 6 ,GOLD,2
15620579,Dunn,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,10970.37, De 8000 - 15000 , 6 ,DIAMOND,1
15602731,Wong,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,11240.83, De 8000 - 15000 , 6 ,SILVER,4
15698294,Royster,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,11281.85, De 8000 - 15000 , 6 ,PLATINUM,3
15745843,Kinlaw,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,11384.17, De 8000 - 15000 , 6 ,PLATINUM,3
15768095,Yeh,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,11587.33, De 8000 - 15000 , 6 ,SILVER,4
15657396,Marshall,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,11680.70, De 8000 - 15000 , 6 ,SILVER,4
15772933,Mai,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,11806.44, De 8000 - 15000 , 6 ,GOLD,2
15623695,McKinnon,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,11835.76, De 8000 - 15000 , 6 ,SILVER,4
15589435,Davide,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,11933.70, De 8000 - 15000 , 6 ,GOLD,2
15625522,Walker,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,12096.00, De 8000 - 15000 , 6 ,GOLD,2
15796480,Reilly,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,12117.62, De 8000 - 15000 , 6 ,SILVER,4
15684461,McKay,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,12184.48, De 8000 - 15000 , 6 ,DIAMOND,1
15777873,Downer,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,12330.26, De 8000 - 15000 , 6 ,DIAMOND,1
15809558,Peppin,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,12497.55, De 8000 - 15000 , 6 ,PLATINUM,3
15622117,Fries,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,12653.63, De 8000 - 15000 , 6 ,SILVER,4
15656921,Locke,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,12691.52, De 8000 - 15000 , 6 ,SILVER,4
15740630,Pisano,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,13229.18, De 8000 - 15000 , 6 ,SILVER,4
15803976,Efremov,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,13415.86, De 8000 - 15000 , 6 ,SILVER,4
15693382,Muir,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,13688.11, De 8000 - 15000 , 6 ,GOLD,2
15706647,Jordan,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,13891.52, De 8000 - 15000 , 6 ,GOLD,2
15781710,Carey,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,13893.36, De 8000 - 15000 , 6 ,SILVER,4
15750671,Egobudike,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,14038.52, De 8000 - 15000 , 6 ,SILVER,4
15801994,Buccho,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,14106.54, De 8000 - 15000 , 6 ,SILVER,4
15671334,Nixon,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,14113.49, De 8000 - 15000 , 6 ,GOLD,2
15698758,Onwuamaegbu,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,14150.23, De 8000 - 15000 , 6 ,PLATINUM,3
15624592,Tan,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,14159.59, De 8000 - 15000 , 6 ,GOLD,2
15567333,Archambault,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,14194.45, De 8000 - 15000 , 6 ,SILVER,4
15670584,Nkemakolam,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,14235.12, De 8000 - 15000 , 6 ,DIAMOND,1
15778830,Dellucci,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,14436.71, De 8000 - 15000 , 6 ,DIAMOND,1
15812073,Palmer,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,14641.49, De 8000 - 15000 , 6 ,SILVER,4
15648577,Pickering,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,14714.19, De 8000 - 15000 , 6 ,SILVER,4
15719931,Johnstone,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,14888.98, De 8000 - 15000 , 6 ,GOLD,2
15678626,Okonkwo,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,14954.47, De 8000 - 15000 , 6 ,SILVER,4
15716023,Pearson,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,15189.24, > 15000 , 7 ,SILVER,4
15634719,Chinwendu,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,15253.19, > 15000 , 7 ,DIAMOND,1
15641782,Humphries,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,15254.30, > 15000 , 7 ,GOLD,2
15814757,Carter,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,15338.43, > 15000 , 7 ,SILVER,4
15660200,Mai,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,15425.45, > 15000 , 7 ,SILVER,4
15660735,T'ang,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,15698.10, > 15000 , 7 ,SILVER,4
15782531,Chou,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,15719.75, > 15000 , 7 ,SILVER,4
15616330,Liao,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,15832.99, > 15000 , 7 ,PLATINUM,3
15676521,Y?an,Francia,2,F,1,31,26 - 35,2,0,De 0 - 25000,1,15922.84, > 15000 , 7 ,SILVER,4
15713505,Harriman,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,16055.05, > 15000 , 7 ,PLATINUM,3
15783541,Fomina,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,16221.73, > 15000 , 7 ,DIAMOND,1
15748068,Boyle,Espana,3,F,1,31,26 - 35,2,0,De 0 - 25000,1,16222.33, > 15000 , 7 ,PLATINUM,3
15755978,Tseng,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,16267.45, > 15000 , 7 ,DIAMOND,1
15802478,Spring,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,16305.67, > 15000 , 7 ,PLATINUM,3
15570271,Wan,Espana,3,M,2,31,26 - 35,2,0,De 0 - 25000,1,16366.27, > 15000 , 7 ,GOLD,2
15619699,Yeh,Francia,2,M,2,31,26 - 35,2,0,De 0 - 25000,1,16522.42, > 15000 , 7 ,PLATINUM,3
15792360,Clark,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,64.78, De 0 - 500 , 1 ,GOLD,2
15794413,Harris,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,73.24, De 0 - 500 , 1 ,GOLD,2
15594305,Rizzo,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,141.97, De 0 - 500 , 1 ,PLATINUM,3
15765266,Fleming,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,178.27, De 0 - 500 , 1 ,PLATINUM,3
15672574,Uspenskaya,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,319.22, De 0 - 500 , 1 ,SILVER,4
15798850,Goddard,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,388.41, De 0 - 500 , 1 ,PLATINUM,3
15592451,Lombardi,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,449.03, De 0 - 500 , 1 ,DIAMOND,1
15576219,Cameron,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,518.80, De 500 - 1000 , 2 ,GOLD,2
15616029,Adams,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,660.13, De 500 - 1000 , 2 ,DIAMOND,1
15662245,Pomeroy,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,730.32, De 500 - 1000 , 2 ,PLATINUM,3
15639314,Cartwright,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,789.05, De 500 - 1000 , 2 ,GOLD,2
15586699,Thomson,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,812.59, De 500 - 1000 , 2 ,PLATINUM,3
15719778,Chiu,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,825.20, De 500 - 1000 , 2 ,SILVER,4
15662500,Ts'ao,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,883.71, De 500 - 1000 , 2 ,DIAMOND,1
15775797,Esposito,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,889.55, De 500 - 1000 , 2 ,DIAMOND,1
15599268,Yobachi,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,913.07, De 500 - 1000 , 2 ,PLATINUM,3
15620936,Warren,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,1103.24, De 1000 - 2000 , 3 ,PLATINUM,3
15623649,Ogle,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,1283.72, De 1000 - 2000 , 3 ,SILVER,4
15784890,McKenzie,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,1393.79, De 1000 - 2000 , 3 ,GOLD,2
15663252,Olisanugo,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,1577.08, De 1000 - 2000 , 3 ,DIAMOND,1
15676937,Nicholls,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,1614.00, De 1000 - 2000 , 3 ,GOLD,2
15771856,Cremin,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,1627.14, De 1000 - 2000 , 3 ,GOLD,2
15663830,De Luca,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,1643.34, De 1000 - 2000 , 3 ,SILVER,4
15636767,Yang,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,1873.95, De 1000 - 2000 , 3 ,PLATINUM,3
15794493,Chimaijem,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,2022.27, De 2000 - 3000 , 4 ,GOLD,2
15579969,Mancini,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,2082.66, De 2000 - 3000 , 4 ,SILVER,4
15737080,Marchesi,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,2376.26, De 2000 - 3000 , 4 ,SILVER,4
15705343,May,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,2399.78, De 2000 - 3000 , 4 ,PLATINUM,3
15579062,Chu,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,2567.25, De 2000 - 3000 , 4 ,DIAMOND,1
15609160,Marsden,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,2636.33, De 2000 - 3000 , 4 ,GOLD,2
15600280,Tao,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,2800.54, De 2000 - 3000 , 4 ,PLATINUM,3
15779529,Grant,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,2888.82, De 2000 - 3000 , 4 ,PLATINUM,3
15607112,Chiawuotu,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,3045.05, De 3000 - 8000 , 5 ,PLATINUM,3
15581654,Long,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,3144.33, De 3000 - 8000 , 5 ,GOLD,2
15793324,McKenzie,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,3211.15, De 3000 - 8000 , 5 ,GOLD,2
15626806,Labrador,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,3387.69, De 3000 - 8000 , 5 ,DIAMOND,1
15749688,Lu,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,3407.43, De 3000 - 8000 , 5 ,PLATINUM,3
15574558,Gunter,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,3449.94, De 3000 - 8000 , 5 ,GOLD,2
15681755,Dennys,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,3511.27, De 3000 - 8000 , 5 ,PLATINUM,3
15624437,Johnson,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,3577.93, De 3000 - 8000 , 5 ,PLATINUM,3
15635905,Moran,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,3583.46, De 3000 - 8000 , 5 ,GOLD,2
15711468,Tennant,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,3674.98, De 3000 - 8000 , 5 ,GOLD,2
15588695,Su,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,3693.60, De 3000 - 8000 , 5 ,GOLD,2
15773605,Iadanza,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,3847.98, De 3000 - 8000 , 5 ,SILVER,4
15786539,Olisaemeka,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,3850.06, De 3000 - 8000 , 5 ,GOLD,2
15587038,Ogochukwu,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,4331.08, De 3000 - 8000 , 5 ,DIAMOND,1
15700752,Pugliesi,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,4338.95, De 3000 - 8000 , 5 ,SILVER,4
15773503,Tsai,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,4451.71, De 3000 - 8000 , 5 ,DIAMOND,1
15727688,Chizuoke,Espana,3,M,2,32,26 - 35,2,0,De 0 - 25000,1,4533.82, De 3000 - 8000 , 5 ,DIAMOND,1
15730418,Lucchesi,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,4552.34, De 3000 - 8000 , 5 ,GOLD,2
15755138,Chin,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,4632.82, De 3000 - 8000 , 5 ,SILVER,4
15645835,Milani,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,4643.69, De 3000 - 8000 , 5 ,SILVER,4
15792029,Lee,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,4678.26, De 3000 - 8000 , 5 ,GOLD,2
15760570,Stephenson,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,4937.49, De 3000 - 8000 , 5 ,GOLD,2
15759805,Pinto,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,4972.40, De 3000 - 8000 , 5 ,SILVER,4
15746749,Fleming,Espana,3,F,1,32,26 - 35,2,0,De 0 - 25000,1,4973.33, De 3000 - 8000 , 5 ,SILVER,4
15743456,Birnie,Francia,2,F,1,32,26 - 35,2,0,De 0 - 25000,1,5075.62, De 3000 - 8000 , 5 ,DIAMOND,1
15663885,Blinova,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,5403.27, De 3000 - 8000 , 5 ,SILVER,4
15700656,Balashova,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,5424.12, De 3000 - 8000 , 5 ,PLATINUM,3
15709653,Hamilton,Francia,2,M,2,32,26 - 35,2,0,De 0 - 25000,1,5613.70, De 3000 - 8000 , 5 ,GOLD,2
